# ----------------------------------------
# 所有網站資料
# 目標對象總覽
# 20141224-20151227
# ----------------------------------------

小時索引,跳出率
006961,100.00%
006962,0.00%
006963,0.00%
006964,0.00%
006965,100.00%
006966,0.00%
006967,0.00%
006968,75.00%
006969,0.00%
006970,0.00%
006971,100.00%
006972,100.00%
006973,0.00%
006974,100.00%
006975,50.00%
006976,100.00%
006977,0.00%
006978,0.00%
006979,0.00%
006980,100.00%
006981,50.00%
006982,100.00%
006983,50.00%
006984,50.00%
006985,100.00%
006986,100.00%
006987,0.00%
006988,0.00%
006989,0.00%
006990,0.00%
006991,0.00%
006992,0.00%
006993,100.00%
006994,0.00%
006995,100.00%
006996,100.00%
006997,100.00%
006998,100.00%
006999,100.00%
007000,100.00%
007001,50.00%
007002,50.00%
007003,100.00%
007004,100.00%
007005,100.00%
007006,33.33%
007007,100.00%
007008,0.00%
007009,100.00%
007010,0.00%
007011,0.00%
007012,0.00%
007013,100.00%
007014,0.00%
007015,0.00%
007016,100.00%
007017,100.00%
007018,50.00%
007019,100.00%
007020,0.00%
007021,0.00%
007022,100.00%
007023,100.00%
007024,66.67%
007025,100.00%
007026,75.00%
007027,0.00%
007028,100.00%
007029,100.00%
007030,50.00%
007031,100.00%
007032,100.00%
007033,0.00%
007034,50.00%
007035,0.00%
007036,100.00%
007037,0.00%
007038,0.00%
007039,0.00%
007040,100.00%
007041,100.00%
007042,100.00%
007043,100.00%
007044,66.67%
007045,0.00%
007046,50.00%
007047,50.00%
007048,100.00%
007049,100.00%
007050,100.00%
007051,50.00%
007052,100.00%
007053,100.00%
007054,60.00%
007055,0.00%
007056,100.00%
007057,0.00%
007058,100.00%
007059,0.00%
007060,100.00%
007061,0.00%
007062,0.00%
007063,0.00%
007064,100.00%
007065,100.00%
007066,0.00%
007067,50.00%
007068,0.00%
007069,0.00%
007070,100.00%
007071,100.00%
007072,50.00%
007073,100.00%
007074,100.00%
007075,75.00%
007076,100.00%
007077,100.00%
007078,66.67%
007079,100.00%
007080,50.00%
007081,100.00%
007082,0.00%
007083,0.00%
007084,33.33%
007085,0.00%
007086,0.00%
007087,0.00%
007088,100.00%
007089,0.00%
007090,0.00%
007091,100.00%
007092,0.00%
007093,0.00%
007094,100.00%
007095,100.00%
007096,80.00%
007097,0.00%
007098,100.00%
007099,100.00%
007100,83.33%
007101,60.00%
007102,100.00%
007103,66.67%
007104,50.00%
007105,0.00%
007106,0.00%
007107,100.00%
007108,0.00%
007109,0.00%
007110,0.00%
007111,0.00%
007112,100.00%
007113,100.00%
007114,50.00%
007115,100.00%
007116,100.00%
007117,100.00%
007118,80.00%
007119,100.00%
007120,100.00%
007121,100.00%
007122,100.00%
007123,100.00%
007124,100.00%
007125,0.00%
007126,0.00%
007127,0.00%
007128,100.00%
007129,0.00%
007130,0.00%
007131,0.00%
007132,0.00%
007133,0.00%
007134,100.00%
007135,0.00%
007136,0.00%
007137,100.00%
007138,0.00%
007139,0.00%
007140,0.00%
007141,100.00%
007142,66.67%
007143,0.00%
007144,0.00%
007145,100.00%
007146,66.67%
007147,100.00%
007148,100.00%
007149,100.00%
007150,100.00%
007151,100.00%
007152,66.67%
007153,100.00%
007154,0.00%
007155,0.00%
007156,0.00%
007157,0.00%
007158,0.00%
007159,0.00%
007160,100.00%
007161,50.00%
007162,100.00%
007163,0.00%
007164,100.00%
007165,100.00%
007166,100.00%
007167,0.00%
007168,80.00%
007169,100.00%
007170,0.00%
007171,0.00%
007172,100.00%
007173,50.00%
007174,100.00%
007175,0.00%
007176,100.00%
007177,100.00%
007178,0.00%
007179,0.00%
007180,100.00%
007181,100.00%
007182,0.00%
007183,0.00%
007184,75.00%
007185,100.00%
007186,50.00%
007187,75.00%
007188,0.00%
007189,100.00%
007190,33.33%
007191,50.00%
007192,100.00%
007193,100.00%
007194,100.00%
007195,75.00%
007196,50.00%
007197,0.00%
007198,85.71%
007199,100.00%
007200,100.00%
007201,100.00%
007202,0.00%
007203,100.00%
007204,100.00%
007205,0.00%
007206,100.00%
007207,0.00%
007208,0.00%
007209,100.00%
007210,0.00%
007211,100.00%
007212,100.00%
007213,33.33%
007214,0.00%
007215,0.00%
007216,0.00%
007217,100.00%
007218,0.00%
007219,0.00%
007220,0.00%
007221,100.00%
007222,0.00%
007223,100.00%
007224,100.00%
007225,0.00%
007226,0.00%
007227,0.00%
007228,100.00%
007229,0.00%
007230,0.00%
007231,100.00%
007232,0.00%
007233,100.00%
007234,50.00%
007235,75.00%
007236,100.00%
007237,100.00%
007238,100.00%
007239,100.00%
007240,100.00%
007241,100.00%
007242,100.00%
007243,100.00%
007244,0.00%
007245,100.00%
007246,100.00%
007247,50.00%
007248,100.00%
007249,66.67%
007250,100.00%
007251,0.00%
007252,0.00%
007253,25.00%
007254,0.00%
007255,0.00%
007256,100.00%
007257,100.00%
007258,83.33%
007259,100.00%
007260,33.33%
007261,50.00%
007262,100.00%
007263,66.67%
007264,100.00%
007265,33.33%
007266,85.71%
007267,100.00%
007268,66.67%
007269,100.00%
007270,100.00%
007271,0.00%
007272,100.00%
007273,100.00%
007274,0.00%
007275,0.00%
007276,0.00%
007277,0.00%
007278,0.00%
007279,0.00%
007280,0.00%
007281,75.00%
007282,80.00%
007283,100.00%
007284,60.00%
007285,66.67%
007286,100.00%
007287,100.00%
007288,100.00%
007289,100.00%
007290,100.00%
007291,50.00%
007292,0.00%
007293,100.00%
007294,100.00%
007295,100.00%
007296,0.00%
007297,100.00%
007298,0.00%
007299,0.00%
007300,0.00%
007301,0.00%
007302,0.00%
007303,0.00%
007304,0.00%
007305,0.00%
007306,100.00%
007307,100.00%
007308,0.00%
007309,100.00%
007310,0.00%
007311,100.00%
007312,100.00%
007313,100.00%
007314,100.00%
007315,60.00%
007316,100.00%
007317,66.67%
007318,0.00%
007319,100.00%
007320,100.00%
007321,0.00%
007322,0.00%
007323,0.00%
007324,0.00%
007325,0.00%
007326,0.00%
007327,0.00%
007328,100.00%
007329,0.00%
007330,100.00%
007331,100.00%
007332,100.00%
007333,0.00%
007334,100.00%
007335,100.00%
007336,100.00%
007337,50.00%
007338,0.00%
007339,0.00%
007340,100.00%
007341,0.00%
007342,33.33%
007343,100.00%
007344,0.00%
007345,100.00%
007346,100.00%
007347,66.67%
007348,100.00%
007349,0.00%
007350,0.00%
007351,100.00%
007352,33.33%
007353,100.00%
007354,100.00%
007355,100.00%
007356,66.67%
007357,100.00%
007358,100.00%
007359,75.00%
007360,100.00%
007361,66.67%
007362,0.00%
007363,100.00%
007364,100.00%
007365,100.00%
007366,0.00%
007367,100.00%
007368,100.00%
007369,0.00%
007370,100.00%
007371,0.00%
007372,100.00%
007373,0.00%
007374,0.00%
007375,0.00%
007376,0.00%
007377,100.00%
007378,0.00%
007379,100.00%
007380,100.00%
007381,80.00%
007382,100.00%
007383,100.00%
007384,100.00%
007385,100.00%
007386,0.00%
007387,100.00%
007388,50.00%
007389,100.00%
007390,100.00%
007391,100.00%
007392,100.00%
007393,100.00%
007394,100.00%
007395,0.00%
007396,0.00%
007397,0.00%
007398,0.00%
007399,0.00%
007400,0.00%
007401,100.00%
007402,50.00%
007403,33.33%
007404,100.00%
007405,66.67%
007406,100.00%
007407,100.00%
007408,100.00%
007409,100.00%
007410,100.00%
007411,100.00%
007412,100.00%
007413,100.00%
007414,66.67%
007415,0.00%
007416,100.00%
007417,0.00%
007418,0.00%
007419,100.00%
007420,0.00%
007421,0.00%
007422,25.00%
007423,0.00%
007424,0.00%
007425,0.00%
007426,100.00%
007427,0.00%
007428,0.00%
007429,0.00%
007430,66.67%
007431,33.33%
007432,100.00%
007433,0.00%
007434,100.00%
007435,0.00%
007436,50.00%
007437,66.67%
007438,100.00%
007439,100.00%
007440,100.00%
007441,0.00%
007442,0.00%
007443,0.00%
007444,0.00%
007445,100.00%
007446,0.00%
007447,0.00%
007448,0.00%
007449,50.00%
007450,100.00%
007451,100.00%
007452,0.00%
007453,100.00%
007454,100.00%
007455,100.00%
007456,66.67%
007457,100.00%
007458,100.00%
007459,0.00%
007460,50.00%
007461,100.00%
007462,0.00%
007463,100.00%
007464,100.00%
007465,0.00%
007466,0.00%
007467,100.00%
007468,100.00%
007469,100.00%
007470,0.00%
007471,100.00%
007472,0.00%
007473,0.00%
007474,0.00%
007475,100.00%
007476,100.00%
007477,0.00%
007478,100.00%
007479,0.00%
007480,0.00%
007481,100.00%
007482,100.00%
007483,100.00%
007484,50.00%
007485,100.00%
007486,100.00%
007487,66.67%
007488,0.00%
007489,100.00%
007490,0.00%
007491,0.00%
007492,100.00%
007493,0.00%
007494,0.00%
007495,100.00%
007496,100.00%
007497,0.00%
007498,100.00%
007499,0.00%
007500,100.00%
007501,0.00%
007502,66.67%
007503,75.00%
007504,100.00%
007505,66.67%
007506,0.00%
007507,100.00%
007508,75.00%
007509,100.00%
007510,60.00%
007511,100.00%
007512,0.00%
007513,100.00%
007514,0.00%
007515,0.00%
007516,0.00%
007517,0.00%
007518,0.00%
007519,100.00%
007520,0.00%
007521,80.00%
007522,100.00%
007523,50.00%
007524,100.00%
007525,0.00%
007526,100.00%
007527,66.67%
007528,80.00%
007529,100.00%
007530,100.00%
007531,100.00%
007532,33.33%
007533,85.71%
007534,75.00%
007535,100.00%
007536,50.00%
007537,0.00%
007538,0.00%
007539,100.00%
007540,0.00%
007541,0.00%
007542,0.00%
007543,100.00%
007544,0.00%
007545,100.00%
007546,50.00%
007547,50.00%
007548,100.00%
007549,100.00%
007550,50.00%
007551,0.00%
007552,100.00%
007553,100.00%
007554,100.00%
007555,100.00%
007556,100.00%
007557,100.00%
007558,100.00%
007559,100.00%
007560,0.00%
007561,100.00%
007562,100.00%
007563,100.00%
007564,50.00%
007565,0.00%
007566,0.00%
007567,100.00%
007568,100.00%
007569,80.00%
007570,0.00%
007571,100.00%
007572,66.67%
007573,100.00%
007574,100.00%
007575,0.00%
007576,50.00%
007577,100.00%
007578,0.00%
007579,100.00%
007580,100.00%
007581,66.67%
007582,50.00%
007583,100.00%
007584,50.00%
007585,0.00%
007586,0.00%
007587,0.00%
007588,0.00%
007589,0.00%
007590,25.00%
007591,0.00%
007592,0.00%
007593,100.00%
007594,100.00%
007595,100.00%
007596,100.00%
007597,100.00%
007598,0.00%
007599,0.00%
007600,100.00%
007601,0.00%
007602,100.00%
007603,50.00%
007604,50.00%
007605,100.00%
007606,66.67%
007607,0.00%
007608,100.00%
007609,100.00%
007610,0.00%
007611,0.00%
007612,0.00%
007613,0.00%
007614,0.00%
007615,100.00%
007616,100.00%
007617,50.00%
007618,0.00%
007619,83.33%
007620,0.00%
007621,0.00%
007622,100.00%
007623,66.67%
007624,100.00%
007625,100.00%
007626,100.00%
007627,100.00%
007628,100.00%
007629,100.00%
007630,0.00%
007631,100.00%
007632,0.00%
007633,0.00%
007634,0.00%
007635,100.00%
007636,0.00%
007637,0.00%
007638,0.00%
007639,100.00%
007640,100.00%
007641,0.00%
007642,50.00%
007643,0.00%
007644,0.00%
007645,0.00%
007646,100.00%
007647,100.00%
007648,100.00%
007649,50.00%
007650,66.67%
007651,0.00%
007652,100.00%
007653,100.00%
007654,100.00%
007655,50.00%
007656,0.00%
007657,0.00%
007658,100.00%
007659,0.00%
007660,0.00%
007661,0.00%
007662,0.00%
007663,0.00%
007664,0.00%
007665,0.00%
007666,0.00%
007667,100.00%
007668,100.00%
007669,100.00%
007670,50.00%
007671,50.00%
007672,0.00%
007673,100.00%
007674,50.00%
007675,50.00%
007676,0.00%
007677,100.00%
007678,83.33%
007679,66.67%
007680,100.00%
007681,0.00%
007682,100.00%
007683,0.00%
007684,0.00%
007685,0.00%
007686,0.00%
007687,100.00%
007688,75.00%
007689,66.67%
007690,100.00%
007691,100.00%
007692,100.00%
007693,100.00%
007694,80.00%
007695,100.00%
007696,100.00%
007697,100.00%
007698,0.00%
007699,100.00%
007700,0.00%
007701,0.00%
007702,0.00%
007703,100.00%
007704,100.00%
007705,0.00%
007706,0.00%
007707,100.00%
007708,100.00%
007709,100.00%
007710,100.00%
007711,0.00%
007712,100.00%
007713,0.00%
007714,100.00%
007715,0.00%
007716,100.00%
007717,100.00%
007718,100.00%
007719,60.00%
007720,87.50%
007721,100.00%
007722,0.00%
007723,100.00%
007724,85.71%
007725,100.00%
007726,100.00%
007727,60.00%
007728,100.00%
007729,100.00%
007730,0.00%
007731,100.00%
007732,0.00%
007733,100.00%
007734,100.00%
007735,0.00%
007736,0.00%
007737,50.00%
007738,66.67%
007739,0.00%
007740,50.00%
007741,100.00%
007742,100.00%
007743,66.67%
007744,33.33%
007745,100.00%
007746,100.00%
007747,100.00%
007748,66.67%
007749,100.00%
007750,100.00%
007751,100.00%
007752,66.67%
007753,0.00%
007754,0.00%
007755,0.00%
007756,100.00%
007757,100.00%
007758,50.00%
007759,25.00%
007760,0.00%
007761,100.00%
007762,100.00%
007763,100.00%
007764,100.00%
007765,66.67%
007766,50.00%
007767,50.00%
007768,0.00%
007769,50.00%
007770,50.00%
007771,100.00%
007772,50.00%
007773,100.00%
007774,50.00%
007775,100.00%
007776,50.00%
007777,100.00%
007778,50.00%
007779,100.00%
007780,0.00%
007781,50.00%
007782,0.00%
007783,0.00%
007784,100.00%
007785,100.00%
007786,100.00%
007787,100.00%
007788,0.00%
007789,0.00%
007790,100.00%
007791,0.00%
007792,100.00%
007793,100.00%
007794,100.00%
007795,0.00%
007796,100.00%
007797,100.00%
007798,100.00%
007799,0.00%
007800,100.00%
007801,100.00%
007802,0.00%
007803,0.00%
007804,100.00%
007805,100.00%
007806,0.00%
007807,0.00%
007808,0.00%
007809,0.00%
007810,0.00%
007811,0.00%
007812,0.00%
007813,100.00%
007814,0.00%
007815,0.00%
007816,100.00%
007817,0.00%
007818,66.67%
007819,100.00%
007820,100.00%
007821,100.00%
007822,100.00%
007823,100.00%
007824,100.00%
007825,100.00%
007826,0.00%
007827,0.00%
007828,0.00%
007829,100.00%
007830,0.00%
007831,0.00%
007832,100.00%
007833,100.00%
007834,100.00%
007835,100.00%
007836,0.00%
007837,100.00%
007838,100.00%
007839,75.00%
007840,100.00%
007841,100.00%
007842,50.00%
007843,100.00%
007844,100.00%
007845,100.00%
007846,50.00%
007847,100.00%
007848,100.00%
007849,100.00%
007850,50.00%
007851,100.00%
007852,0.00%
007853,0.00%
007854,100.00%
007855,0.00%
007856,0.00%
007857,100.00%
007858,100.00%
007859,33.33%
007860,0.00%
007861,100.00%
007862,100.00%
007863,100.00%
007864,66.67%
007865,50.00%
007866,100.00%
007867,66.67%
007868,100.00%
007869,83.33%
007870,50.00%
007871,100.00%
007872,100.00%
007873,100.00%
007874,100.00%
007875,100.00%
007876,100.00%
007877,100.00%
007878,0.00%
007879,0.00%
007880,0.00%
007881,100.00%
007882,100.00%
007883,100.00%
007884,0.00%
007885,33.33%
007886,100.00%
007887,100.00%
007888,80.00%
007889,66.67%
007890,0.00%
007891,100.00%
007892,66.67%
007893,100.00%
007894,50.00%
007895,50.00%
007896,100.00%
007897,100.00%
007898,100.00%
007899,0.00%
007900,0.00%
007901,0.00%
007902,0.00%
007903,100.00%
007904,100.00%
007905,100.00%
007906,66.67%
007907,50.00%
007908,90.91%
007909,0.00%
007910,50.00%
007911,50.00%
007912,100.00%
007913,50.00%
007914,100.00%
007915,50.00%
007916,0.00%
007917,100.00%
007918,100.00%
007919,100.00%
007920,100.00%
007921,66.67%
007922,0.00%
007923,0.00%
007924,0.00%
007925,100.00%
007926,100.00%
007927,0.00%
007928,0.00%
007929,75.00%
007930,100.00%
007931,100.00%
007932,100.00%
007933,100.00%
007934,100.00%
007935,100.00%
007936,100.00%
007937,100.00%
007938,100.00%
007939,0.00%
007940,25.00%
007941,50.00%
007942,100.00%
007943,100.00%
007944,0.00%
007945,100.00%
007946,100.00%
007947,0.00%
007948,0.00%
007949,100.00%
007950,0.00%
007951,100.00%
007952,0.00%
007953,0.00%
007954,100.00%
007955,100.00%
007956,0.00%
007957,80.00%
007958,100.00%
007959,100.00%
007960,0.00%
007961,0.00%
007962,100.00%
007963,0.00%
007964,50.00%
007965,100.00%
007966,0.00%
007967,0.00%
007968,100.00%
007969,100.00%
007970,0.00%
007971,0.00%
007972,0.00%
007973,0.00%
007974,0.00%
007975,0.00%
007976,0.00%
007977,100.00%
007978,100.00%
007979,100.00%
007980,100.00%
007981,100.00%
007982,100.00%
007983,100.00%
007984,100.00%
007985,0.00%
007986,0.00%
007987,0.00%
007988,100.00%
007989,0.00%
007990,100.00%
007991,0.00%
007992,0.00%
007993,0.00%
007994,0.00%
007995,0.00%
007996,0.00%
007997,0.00%
007998,0.00%
007999,100.00%
008000,0.00%
008001,0.00%
008002,100.00%
008003,0.00%
008004,0.00%
008005,50.00%
008006,100.00%
008007,100.00%
008008,100.00%
008009,0.00%
008010,0.00%
008011,0.00%
008012,0.00%
008013,71.43%
008014,33.33%
008015,100.00%
008016,100.00%
008017,100.00%
008018,0.00%
008019,100.00%
008020,0.00%
008021,0.00%
008022,0.00%
008023,100.00%
008024,100.00%
008025,0.00%
008026,100.00%
008027,100.00%
008028,50.00%
008029,100.00%
008030,75.00%
008031,100.00%
008032,75.00%
008033,100.00%
008034,60.00%
008035,100.00%
008036,100.00%
008037,100.00%
008038,100.00%
008039,100.00%
008040,100.00%
008041,100.00%
008042,100.00%
008043,0.00%
008044,100.00%
008045,0.00%
008046,0.00%
008047,0.00%
008048,100.00%
008049,0.00%
008050,0.00%
008051,100.00%
008052,0.00%
008053,0.00%
008054,100.00%
008055,100.00%
008056,66.67%
008057,75.00%
008058,0.00%
008059,100.00%
008060,50.00%
008061,100.00%
008062,100.00%
008063,100.00%
008064,66.67%
008065,0.00%
008066,0.00%
008067,100.00%
008068,0.00%
008069,96.43%
008070,100.00%
008071,0.00%
008072,100.00%
008073,0.00%
008074,100.00%
008075,0.00%
008076,100.00%
008077,100.00%
008078,100.00%
008079,100.00%
008080,100.00%
008081,0.00%
008082,100.00%
008083,100.00%
008084,100.00%
008085,100.00%
008086,100.00%
008087,0.00%
008088,50.00%
008089,0.00%
008090,100.00%
008091,100.00%
008092,100.00%
008093,0.00%
008094,0.00%
008095,100.00%
008096,0.00%
008097,100.00%
008098,0.00%
008099,50.00%
008100,0.00%
008101,80.00%
008102,100.00%
008103,100.00%
008104,50.00%
008105,100.00%
008106,100.00%
008107,100.00%
008108,40.00%
008109,100.00%
008110,0.00%
008111,66.67%
008112,93.55%
008113,100.00%
008114,100.00%
008115,100.00%
008116,100.00%
008117,0.00%
008118,100.00%
008119,100.00%
008120,0.00%
008121,0.00%
008122,0.00%
008123,50.00%
008124,100.00%
008125,100.00%
008126,100.00%
008127,66.67%
008128,50.00%
008129,100.00%
008130,100.00%
008131,100.00%
008132,100.00%
008133,100.00%
008134,66.67%
008135,100.00%
008136,100.00%
008137,0.00%
008138,100.00%
008139,0.00%
008140,0.00%
008141,100.00%
008142,0.00%
008143,0.00%
008144,96.77%
008145,100.00%
008146,0.00%
008147,100.00%
008148,0.00%
008149,100.00%
008150,0.00%
008151,100.00%
008152,50.00%
008153,100.00%
008154,100.00%
008155,100.00%
008156,100.00%
008157,0.00%
008158,66.67%
008159,100.00%
008160,100.00%
008161,0.00%
008162,0.00%
008163,0.00%
008164,0.00%
008165,0.00%
008166,0.00%
008167,0.00%
008168,100.00%
008169,100.00%
008170,0.00%
008171,100.00%
008172,100.00%
008173,100.00%
008174,0.00%
008175,100.00%
008176,66.67%
008177,100.00%
008178,50.00%
008179,100.00%
008180,100.00%
008181,100.00%
008182,100.00%
008183,66.67%
008184,100.00%
008185,0.00%
008186,0.00%
008187,0.00%
008188,0.00%
008189,0.00%
008190,0.00%
008191,0.00%
008192,0.00%
008193,100.00%
008194,100.00%
008195,100.00%
008196,100.00%
008197,100.00%
008198,100.00%
008199,60.00%
008200,100.00%
008201,100.00%
008202,0.00%
008203,100.00%
008204,100.00%
008205,0.00%
008206,100.00%
008207,100.00%
008208,100.00%
008209,0.00%
008210,100.00%
008211,0.00%
008212,0.00%
008213,100.00%
008214,100.00%
008215,100.00%
008216,50.00%
008217,100.00%
008218,0.00%
008219,0.00%
008220,100.00%
008221,0.00%
008222,0.00%
008223,100.00%
008224,100.00%
008225,50.00%
008226,50.00%
008227,0.00%
008228,33.33%
008229,100.00%
008230,33.33%
008231,0.00%
008232,100.00%
008233,100.00%
008234,0.00%
008235,0.00%
008236,0.00%
008237,0.00%
008238,0.00%
008239,100.00%
008240,100.00%
008241,100.00%
008242,0.00%
008243,0.00%
008244,0.00%
008245,100.00%
008246,100.00%
008247,100.00%
008248,50.00%
008249,0.00%
008250,100.00%
008251,66.67%
008252,100.00%
008253,100.00%
008254,0.00%
008255,66.67%
008256,0.00%
008257,100.00%
008258,0.00%
008259,0.00%
008260,100.00%
008261,0.00%
008262,0.00%
008263,0.00%
008264,100.00%
008265,0.00%
008266,0.00%
008267,83.33%
008268,0.00%
008269,100.00%
008270,100.00%
008271,0.00%
008272,0.00%
008273,100.00%
008274,0.00%
008275,100.00%
008276,66.67%
008277,25.00%
008278,0.00%
008279,50.00%
008280,100.00%
008281,100.00%
008282,0.00%
008283,0.00%
008284,0.00%
008285,0.00%
008286,100.00%
008287,0.00%
008288,0.00%
008289,100.00%
008290,100.00%
008291,100.00%
008292,50.00%
008293,100.00%
008294,75.00%
008295,0.00%
008296,0.00%
008297,100.00%
008298,0.00%
008299,50.00%
008300,100.00%
008301,0.00%
008302,100.00%
008303,100.00%
008304,0.00%
008305,100.00%
008306,0.00%
008307,0.00%
008308,0.00%
008309,0.00%
008310,100.00%
008311,0.00%
008312,0.00%
008313,0.00%
008314,0.00%
008315,100.00%
008316,100.00%
008317,100.00%
008318,0.00%
008319,0.00%
008320,0.00%
008321,0.00%
008322,100.00%
008323,0.00%
008324,100.00%
008325,0.00%
008326,0.00%
008327,100.00%
008328,100.00%
008329,0.00%
008330,0.00%
008331,0.00%
008332,0.00%
008333,0.00%
008334,0.00%
008335,100.00%
008336,0.00%
008337,100.00%
008338,0.00%
008339,100.00%
008340,66.67%
008341,0.00%
008342,100.00%
008343,50.00%
008344,0.00%
008345,0.00%
008346,0.00%
008347,100.00%
008348,100.00%
008349,80.00%
008350,100.00%
008351,100.00%
008352,0.00%
008353,100.00%
008354,0.00%
008355,0.00%
008356,0.00%
008357,100.00%
008358,100.00%
008359,0.00%
008360,0.00%
008361,100.00%
008362,60.00%
008363,66.67%
008364,100.00%
008365,0.00%
008366,100.00%
008367,0.00%
008368,0.00%
008369,0.00%
008370,100.00%
008371,100.00%
008372,100.00%
008373,100.00%
008374,100.00%
008375,100.00%
008376,100.00%
008377,50.00%
008378,100.00%
008379,0.00%
008380,0.00%
008381,0.00%
008382,0.00%
008383,0.00%
008384,100.00%
008385,0.00%
008386,100.00%
008387,66.67%
008388,100.00%
008389,100.00%
008390,100.00%
008391,66.67%
008392,0.00%
008393,100.00%
008394,100.00%
008395,0.00%
008396,100.00%
008397,100.00%
008398,66.67%
008399,100.00%
008400,100.00%
008401,100.00%
008402,0.00%
008403,0.00%
008404,0.00%
008405,0.00%
008406,0.00%
008407,0.00%
008408,0.00%
008409,100.00%
008410,100.00%
008411,100.00%
008412,50.00%
008413,0.00%
008414,100.00%
008415,50.00%
008416,0.00%
008417,100.00%
008418,100.00%
008419,100.00%
008420,100.00%
008421,100.00%
008422,100.00%
008423,50.00%
008424,83.33%
008425,0.00%
008426,0.00%
008427,100.00%
008428,0.00%
008429,0.00%
008430,0.00%
008431,0.00%
008432,0.00%
008433,100.00%
008434,100.00%
008435,0.00%
008436,0.00%
008437,100.00%
008438,0.00%
008439,100.00%
008440,100.00%
008441,0.00%
008442,0.00%
008443,100.00%
008444,66.67%
008445,100.00%
008446,50.00%
008447,66.67%
008448,66.67%
008449,25.00%
008450,100.00%
008451,100.00%
008452,100.00%
008453,0.00%
008454,0.00%
008455,0.00%
008456,0.00%
008457,0.00%
008458,100.00%
008459,100.00%
008460,0.00%
008461,50.00%
008462,50.00%
008463,100.00%
008464,100.00%
008465,0.00%
008466,100.00%
008467,0.00%
008468,100.00%
008469,0.00%
008470,0.00%
008471,100.00%
008472,100.00%
008473,100.00%
008474,0.00%
008475,100.00%
008476,100.00%
008477,0.00%
008478,0.00%
008479,100.00%
008480,0.00%
008481,100.00%
008482,0.00%
008483,100.00%
008484,100.00%
008485,0.00%
008486,100.00%
008487,50.00%
008488,0.00%
008489,0.00%
008490,100.00%
008491,100.00%
008492,100.00%
008493,100.00%
008494,0.00%
008495,75.00%
008496,100.00%
008497,100.00%
008498,100.00%
008499,100.00%
008500,0.00%
008501,0.00%
008502,0.00%
008503,0.00%
008504,0.00%
008505,100.00%
008506,100.00%
008507,50.00%
008508,66.67%
008509,0.00%
008510,100.00%
008511,0.00%
008512,0.00%
008513,100.00%
008514,0.00%
008515,100.00%
008516,100.00%
008517,0.00%
008518,100.00%
008519,0.00%
008520,75.00%
008521,0.00%
008522,0.00%
008523,0.00%
008524,0.00%
008525,0.00%
008526,0.00%
008527,0.00%
008528,0.00%
008529,100.00%
008530,100.00%
008531,50.00%
008532,100.00%
008533,0.00%
008534,0.00%
008535,33.33%
008536,100.00%
008537,100.00%
008538,100.00%
008539,100.00%
008540,50.00%
008541,100.00%
008542,0.00%
008543,100.00%
008544,100.00%
008545,100.00%
008546,100.00%
008547,100.00%
008548,0.00%
008549,0.00%
008550,0.00%
008551,0.00%
008552,66.67%
008553,100.00%
008554,0.00%
008555,100.00%
008556,50.00%
008557,100.00%
008558,0.00%
008559,100.00%
008560,100.00%
008561,100.00%
008562,100.00%
008563,100.00%
008564,0.00%
008565,50.00%
008566,100.00%
008567,100.00%
008568,50.00%
008569,0.00%
008570,100.00%
008571,100.00%
008572,0.00%
008573,100.00%
008574,0.00%
008575,0.00%
008576,100.00%
008577,100.00%
008578,50.00%
008579,100.00%
008580,0.00%
008581,0.00%
008582,0.00%
008583,0.00%
008584,100.00%
008585,0.00%
008586,0.00%
008587,0.00%
008588,100.00%
008589,0.00%
008590,100.00%
008591,100.00%
008592,100.00%
008593,0.00%
008594,33.33%
008595,0.00%
008596,0.00%
008597,0.00%
008598,0.00%
008599,100.00%
008600,0.00%
008601,0.00%
008602,0.00%
008603,100.00%
008604,0.00%
008605,0.00%
008606,100.00%
008607,33.33%
008608,0.00%
008609,50.00%
008610,100.00%
008611,0.00%
008612,100.00%
008613,100.00%
008614,40.00%
008615,100.00%
008616,0.00%
008617,100.00%
008618,100.00%
008619,100.00%
008620,0.00%
008621,100.00%
008622,0.00%
008623,0.00%
008624,0.00%
008625,100.00%
008626,0.00%
008627,50.00%
008628,0.00%
008629,0.00%
008630,75.00%
008631,100.00%
008632,66.67%
008633,0.00%
008634,66.67%
008635,0.00%
008636,100.00%
008637,100.00%
008638,0.00%
008639,100.00%
008640,0.00%
008641,0.00%
008642,0.00%
008643,0.00%
008644,0.00%
008645,100.00%
008646,0.00%
008647,0.00%
008648,0.00%
008649,100.00%
008650,0.00%
008651,100.00%
008652,100.00%
008653,0.00%
008654,0.00%
008655,100.00%
008656,100.00%
008657,0.00%
008658,100.00%
008659,100.00%
008660,100.00%
008661,100.00%
008662,0.00%
008663,100.00%
008664,0.00%
008665,0.00%
008666,100.00%
008667,0.00%
008668,0.00%
008669,0.00%
008670,0.00%
008671,100.00%
008672,0.00%
008673,0.00%
008674,100.00%
008675,100.00%
008676,0.00%
008677,66.67%
008678,0.00%
008679,100.00%
008680,100.00%
008681,0.00%
008682,0.00%
008683,0.00%
008684,66.67%
008685,100.00%
008686,100.00%
008687,100.00%
008688,100.00%
008689,50.00%
008690,0.00%
008691,100.00%
008692,0.00%
008693,0.00%
008694,0.00%
008695,0.00%
008696,0.00%
008697,0.00%
008698,100.00%
008699,100.00%
008700,0.00%
008701,100.00%
008702,100.00%
